id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,1,19,1,1,1,1,1,5,1,1,5,5,1,1,1,1,9,5,5,1,1,14,1,1,1,0,1
mh1,mh1,50.0,15,15,0,23,15,20,20,20,23,25,20,23,23,20,20,23,23,23,26,31,0,21,22,36,23,23,32,23,23,33
mh2,mh2,50.0,0,3,22,3,19,3,3,3,3,3,3,11,6,3,4,14,8,0,7,3,3,3,3,3,3,17,17,17,3,18
mh3,mh3,50.0,0,0,1,6,14,0,0,0,6,6,0,6,0,0,0,11,6,9,6,6,0,0,4,8,11,6,6,6,6,0
mh4,mh4,50.0,1,1,1,1,12,0,0,0,1,1,0,1,1,0,0,1,8,8,8,1,0,0,0,1,9,0,0,0,0,0
mnh0,mnh0,50.0,1,1,1,1,1,1,1,1,1,1,3,8,1,3,3,1,6,7,1,17,3,3,1,5,1,19,19,19,20,21
mnh1,mnh1,50.0,1,1,1,1,1,2,2,2,22,1,2,22,11,2,2,27,15,19,1,27,2,2,7,1,27,31,31,31,1,1
mnh2,mnh2,50.0,30,2,1,6,2,2,2,2,15,5,2,5,10,2,2,17,11,5,5,5,3,2,2,5,16,21,24,21,27,21
mnh3,mnh3,50.0,1,1,45,1,1,1,1,1,1,1,1,1,1,1,1,12,8,6,6,12,1,1,4,1,12,1,1,1,1,1
mnh4,mnh4,50.0,1,1,27,1,23,1,1,1,13,4,1,4,4,1,1,14,6,6,9,18,1,1,1,5,21,1,1,1,1,1
mnh5,mnh5,50.0,1,1,1,1,1,1,1,4,9,1,1,9,1,1,1,1,1,1,1,11,1,1,1,18,15,16,1,1,1,1
mnh6,mnh6,50.0,1,1,1,1,1,3,4,8,1,10,4,1,10,4,4,1,10,10,10,19,6,7,9,10,1,23,21,21,21,21
mnh7,mnh7,50.0,1,1,1,9,9,2,2,2,12,12,2,28,12,2,2,23,13,15,15,21,3,2,7,12,17,12,24,12,12,12
mnh8,mnh8,50.0,1,1,1,4,1,1,1,1,1,1,1,7,1,1,1,10,5,5,5,1,1,1,1,1,12,14,1,1,1,1
mnh9,mnh9,50.0,1,1,1,1,35,1,1,1,1,1,1,1,1,1,1,1,12,14,21,1,1,1,11,1,1,32,30,33,1,1
mnh10,mnh10,50.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2
mnh11,mnh11,50.0,1,1,1,1,1,1,1,1,1,14,1,1,17,1,1,1,18,1,1,22,2,8,10,15,1,1,1,1,1,25
mnh12,mnh12,50.0,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,12,2,2,2,1,1,16,16,17,1,1
mnh13,mnh13,50.0,3,3,27,11,3,3,10,3,3,3,3,3,3,7,7,15,12,3,13,15,8,3,3,3,15,3,20,3,21,3
mnh14,mnh14,50.0,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,24,1,1,20,24,6,1,12,1,24,27,1,1,1,1
lpsh0,lpsh0,1.0,1,1,1,1,22,0/1,0,0,1/14,7/9,1,1,0,1,1,15,10/11,11,11/12,0/1,1,2,6,0,15,1,1,16/18,1,19/20
lpsh1,lpsh1,1.0,0,0,0,0,0,0,0,2,9,0,0,8,0/5,0,0,8,0,0,0,8,0,0,0,0,8,0,0,0,0,11
lpsh2,lpsh2,1.0,0/1,0,0,0/1,0,0,0,0,5,0,0,9/11,5,0,0,5,5,6,7,5,0,3,0/4,0,5,5,5,5,13,5
lpsh3,lpsh3,1.0,2,2,1,3,33,1,1,1,2,2,1,2,2,1,1,4,5,4,10,14,1,1,1,2,15,2,2,2,2,2
lpsnh0,lpsnh0,1.0,1,24,1,1,1,1,1,1,1,8,1,1,1,1,1/2,1,1/12,1,1/13,17,1,5,1/6,8/10,1,1,1/20,21,1,1
lpsnh1,lpsnh1,1.0,1,10,1,11,1/34/35,1,1/8,1,12,14,1,12,12,1,1,19/11,11,11,15,18/11,1,1,1,14,11,20,20,20,20,31
lpsnh2,lpsnh2,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1/2,1,1,1,10,10,10,10,10
lpsnh3,lpsnh3,1.0,2,2,1,6/7,2,3,3,2/3,2,8,3,2,2,3,3,15,2,9,11,14,3,3,3,2,18/19/15,2,2,2,2,23
lpsnh4,lpsnh4,1.0,8/13,8,20,13,19,8/10,8,8,13,13,8,13,13,8,8,13,13,14,14,17/18/13,9,8,12,13,13,13,13,13,13,13
