id,feature,weight,HI,AR,GK,AL,TB,VE,AV,OC,LI,OE,OI,LA,LU,LY,TA,PE,PR,LT,GO,ON,OG,WE,OS,UM
a187,wash,1,1/14,2,2/3/15,2,4,3,3/16,5,6,7/8,3,2,9/17,10,4,11,5,6,7,7,8,12,13,2
a188,water,1,1,2,1,1,1,1/3,4,1,1,1,1,5,3,6,1,4,1,1,1,1,1,7,5,1
a189,we,1,1,5,2,2,8,1,1,6,6,1,2,2,3,4,8,1,6,6,1,1,1,2,7,9
a189a,us,1,2,2,2,2,1,2,2,2,3,2,2,2,2,5,1,6,3,3,2,2,2,2,4,7
a190,wet,1,1,2,3/22,4/23,5,6,7,8,9,10/11,12,13,14,15,16,17,18,9,19,10,11/19,12,20,21
a191,what,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
a192,when,1,1,8,9,10,2,11,11,12,11,13,14,15,16,3,2/18,4,11,11,13,13,13,17,5,6
a193,where,1,1,5,6,7,2,8/16,8/16,9,5,10,11,9,12,13,3,4,14,5,10,10,10,15,9,9
a194,white,1,1,2,3,4,1,1/5,5/16,6,15,14,7/17,8,9,10,1,11,12,15,14,14,14,7/18,13,8
a195,who,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
a196,wide,1,1,15,2,3,16,14/2,14/17,4,14,5/6,15,7,8,9,16,10,11,14,5,5/6,5/6,15,12,13
a197,wife,1,1,1,1,2,1,1/13/14,3,1,4,1/15,1/16,5,6,7,1,8,1,9,1,1,1/17,10,11,12
a198,wind,1,1,2,2,3,10,11/14,11,12,13,10,4,10,5,6,10,7,12,13,10,10,10,10,8,9
a199,wing,1,1/22,3,19,4,5,20/23,20,6,21,2,17/24,7,8,9,10,11,12,21,13,14,2,18/25,15,16
a200,wipe,1,1,2,3,4,5,6,7,8,9,10,11,12,1,13,5,14,15,16,17,18,17,19,20,21
a201,with,1,1,2,3,4,5,6/7,6/7,8,8,9,10,10,11,12,5,7,8,13,9,9,9,14,10,10
a202,woman,1,1,1,1,2,3,1,1/12/13,1,4,5,1,6,1,7,3,8,1,9,1,1,5,1/14,10,11
a203,woods,1,1,2/20,3,4,5/21,6,7,8,9,10/11,10/22/23,12,13,14,5/21,15,16,16,17,10/24/25,11/26,10/27,18,19
a204,worm,1,1,2,3,4,5,4,6,4,4,7,4,7,8,9,5,10,11,12,13,7/13,7,4/14,15,16
a205,ye,1,1,2,1,4,3,2,2,1,2,2,1,1,5,6,3,7,2,2,2,2,2,1,1,8
a205a,you,1,1,3,1,4,5,1,1,1,2,1,1,1,1,6,5,7,1,2,1,1,1,1,8,9
a206,year,1,1,2/13,1/14,1,3,1,4,5,6,11,7,8,12,12,3,9,6,10,11/8,11,11,7,8,8
a207,yellow,1,1,2,3,4,5,16,16,6,17,18,7,8,1,9,10,11,17,17,12,6,18,13,14,15
a301,arm,1,1,2,3,4,5,5,5,6,7,8,9/17,10,11,12,5,13,8,7,8,8/18,8,14,15,16
a302,arrow,1,1,1,2/18/19,3,4/20,5/21,5,6,6/22,7,8,9,10,11,4,12,13,14,7,7,6,15,16,17
a303,ask,1,1,2,3,4,14,2,2,15,5,16/6,2/18,7,8,9,14,2,10,15/19/20,16,17/21,6/22,23/24,12,13
a304,autumn,1,1,2,3,4,5,6,7,3,8,9,10,11,12,13,14,15,3,8,3,16,9,17,18,19
a305,be_awake,1,1,2/18,3,4,5,3,3,6,6/19,7,8,17,9,10,11,12,6,13,7,7,7,14,15,16
a306,ax,1,1/17,2,3/4,5,6,4,7,8/9,10,3,11/18,8,12,13,6,14,17,10,3,3,3/9,11,15,16
a307,axle,1,1,2,3,4,5,3,6,3,3,3,7,3,8,9,10,11,3,3,12,3,3,3,13,14
a308,be,1,1,1/7,1,1,1/2/6,1,1,1,1/3,1/4/5,1/4/8,1/4,1,1,1/2/6,1,1,1/3,1/5,1/5,1/4/5,1/5/9,1/4,1/4
a309,bear,1,1,1,1,1,2,1,1,3,4/14,5,6,1,7,8,9,10,4,4,11,5,5,1,12,13
a310,beard,1,1,1,2,1,3,1,4,5,5,5,6,5,7,8,9,10,5,5,11,12,5,13,14,15
a311,bee,1,1,2,16,17,3,4,5,6,18,6,6,7,8,9,10,11,18,18,12,6,6,13,14,15
a312,be_born,1,1,2,2,3,4,2,2,5,6,7,2,2,8,9,4,10,6,6,7,7,7,2,2,11
a313,bow,1,1,2,3,4,5,6,19,7,7,8,9,10,11,12,13,19/20,14,7,15,8,8,16,17,18
a314,branch,1,1,2/3,4,5,6,7/8,9/10,8/11,7,12/13/14,15/16/17,18,19,20,6,21,22,23,2,24/25,2/13/14,26/27,28,29
a315,break,1,1,2/18,3/19,4,5,2,6,7,8,9,2/20,17/21,10/22,11,5,12,7,8,9,13,9,14,15,16
a316,bronze,1,1,2,3,4/16,5,6/7,7,8,9,7,10,7,11,12,13,14,15,16,7,7,7,10,7,7
a317,brother,1,1,2,3,4,2,2,2,2,5,2,2,2,1,1,2,2,2,5,2,2,2,2,2,2
a318,brother-in-law,1,1,2,2,3,4,2,5,2,6/19,2,7,2,8,9,10,11,12,6,13,14,15,16,17,18
a319,bull,1,1,2/18,3,4,5,6/7,7,8,9,10,3,3,11,12,5,13,14,15,16,17/19/20,10,3,3,3
a320,buy,1,1,16,17,2,3,3,4,5,6,7,3,8,9,10,11,12,13,6,7,14,15,3,8,8
a321,carry,1,1,2/10,2,3/11,2,2,2,9,4,2,2,2,1,5,2,2,6,4,2,2,7,8/12,2,2
a322,cattle,1,1,2,3,4,3/5,3,3,3/7,6,7/8,3,3,9,10,3,11,12,13,14,7/12,8,15,16,3
a323,collect,1,1/16,2/17,3,3,4/18,5,5,6,7,1/8/19,9/20,3,10,11,4,12,7,15/21/22,1,1/8,1/8,9/23,13,14
a324,comb,1,1,2,3,4,5,6,7,8/20,9,10,20,3,11,12,13,14,15,16,17,10,10,18,19,3
a325,cook,1,1,2,3,4,3,3,3,5,6,7,8,3,9,10,3,11,12,13,14,15,16,17,18,19
a326,cow,1,1,2,2,3,2,2/4,2,5,5,2,2,4,2,2,2,2,6,2,7,2,2,2,8,9
a327,darkness,1,1,2/18,3,4/19,5,6,6,6/20,6,7,16/21,6,8,9,5,10,11,6,12,13,17/22,16,14,15
a328,daughter,1,1,2,2,3,2,2,2,2,2,2,4,5,2,2,2,6,2,7,2,2,2,8,2,9
a329,daughter-in-law,1,1,2/16,2,2,3,2,4,2,5,2,6,2,7,8,9,10,5,11,12,2/17,2,13/18,14,15
a330,door,1,1,2,2,2,2,2,2,2,2,2,2,2/10/11,3,4,5,2,6,2,2/7,2/7,2,2,8,9
a331,drive,1,1,2,4,5,7,3,3,9,9/16,10,3,3,6,8,11,12,9,9,10,13/17,10,14,15,3
a332,duck,1,7,2,1,3,4,5,6,1,1,1,8,1,9,10,11,12,1,13,14,1,1,15,16,17
a333,eight,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,5,6
a334,elbow,1,1,2,3,4,5,6,6,7,7,17,8,9,10,11,12,13,7,7,14,17,17,18,15,16
a335,eyebrow,1,1,2,3,4,3,3,3,3,5,3,3,6,7,8,3,9,3,10,11,3,3,12,13,14
a336,father-in-law,1,1,2/18,3,4,5,4,4,4,6,4,7,4,8,9,10,11,12,13,4,14/19,4,15,16,17
a337,field,1,1,2/17/18,2,3,4,5/19,6,7,8/20,2,9,16,10,11,12,13,8/21,8/22,2,2,2,14/23,15,2/16
a338,finger,1,1,2,3,4,5,6,7,8,8,9,10,11,12,13,5,14,8,8,9,9,9,15,16,17
a339,fly,1,1,2/14,2,2,3,4,4,2,2,5,6,2,7,8,9,10,2,2,11,5,5,6/15,12,13
a340,follow,1,1,2,3/16,4,5,3,3,6,3,7,3,3,8,9,3,10,11,3,12,7,7,13,14,15
a341,free,1,1,2,3,4,5,6,7,8,9/18,10,11,3,12,1,13,14,15,16,10,10,10,10,3,17
a342,furrow,1,1,2,3,4/22,5,6,7,8,9,10,11,12,13,14,15,16,17,9,18,19,10,10/23,20,21
a343,go,1,2,3/13,1/14,7/15,1,1/9,1/9,1,1,10/11/12,8,1,1,4,1,1,1,1,12/5,11/12/5,10/11/12,6,1,1
a344,goat,1,1,2,3,4,5,4,6,7,4,8,9,10,11,12,5,13,4,14,8,8,8/15,9,16,10
a345,gold,1,1,2,3,4/17,5,6,6,14,7,15,8,7,9,10,5,6,7,16,15,15,15,11,12,13
a346,goose,1,1,2,3,4,5,3,6,3,3,3,7,3,8,9,10,11,3,3,12,3,3,7,13,14
a347,grain,1,1,2,3,4/19,5/20,6/21,6,7,6/8,9,10/11,12,13,14,5,15,9/16,8/22,9,9,9,11,17,18
a348,grind,1,1,2,2,3,4,5,6,1,1,7,1,1,8,9,10,11,12,1,1,1,1,1,13,1
a349,half,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,9,10,10,10,18,19,20
a350,have,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,9,17,10/18,10/18,10,19,12,12
a351,hide,1,1/18,2/19,3,4,5,6,6,7,8,9/10/20,9/21,9/22/23,11,12,5,6,13,8/24,14,9/14/25,9/26,9/15,16,17
a352,honey,1,1,1,1,1,2/3,2,4,2,2,5,1,1,1,6,7,8,2,2,1,5,5,1,9,10
a353,horse,1,1,2,3,4,3,3,3,5,6,7,3,3,3,3,3,3,8,9,3,7/13,7,10/14,11,12
a354,house,1,1,2,3,4,5,2/13,12,2,7,8,9,2,1,1,5,12,7,2/14,6/15,8,8,9,10,11
a355,hundred,1,1,2,3,4,3,3,3,3,3,3,3,3,5,6,3,7,8,3,3,3,9,3,10,11
a356,jaw,1,1,2,2,3,4,2,2,5,2,6/18,7,8,9,10,2,11,12,13,14,15,2,2/19,16,17
a357,join,1,1,2,3,4/20,5,6,6,7,6,8,9,6,10,11,5,12,13,14,15,16/21,8/22,17/23,18,19
a358,king,1,1,2/18,3,4,5,6,7,8,9,10,6,6,11,11,5,7,12,13/19,14,10,10,15,16,17
a359,knot,1,1,2,3,4/22,5,6,7,8,9,10,11,12,13,14,15,16,17,9,18,10,10,19,20,21
a360,lamb,1,1,2/15,2,3,4,2,5,6,7/16,8,6,6,9,10,11,12,7,7,8/17,8,8,6,13,14
a361,lead,1,1,3/13/14,3/15,6/16,3,2,2/8,8,8,11,8,12,4,5,3,2,8,8,12,11,11,7/17,9,10
a362,leave,1,1,2/16,2,15,4,2/17,2,5,2,3,6/18,2,7,8,4,9,10,11/19,3/20,3/21/22,3,12,13,14
a363,lick,1,1,2,2,3,4,2,2,2,2,2,2,2,5,6,7,8,9,2,2,2,2,2,10,11
a364,lift,1,1,2,3,4,5/20,7,8,9/21/22,10,11,12,6,13,14,5,15,16,10,11,11/23/24,11,17,18,19
a365,light,1,1,1,2,3,1/12,1/13/14,1,4,4,1,1,1/15,5,6,1/16,7,8,9,1,1,1,1,10,11
a366,lip,1,1,2,3,4,5,6,6,6,7,8/9,10,8,11,12,5,13,9,7,9,9,8,14,15,16
a367,livestock,1,1,2,3/19,4,5,6,6,7,8/20,6,9/21,6,10,11,12,13,14,15,16,6,6,17,18,6
a368,make,1,1,2/15,3,4,5,6,6,7,8,14/9,10,11,1,1,1,6/16,12,8,14/17,13,14/9/18,10,11,11
a369,middle,1,1,2,2,2,3,2,2,4,5,2,2,2,6,7,3,8,9,5,2,2,2,10/11,2,12
a370,milk,1,1,2,3,4,5,6/18,6/19,7,15,17,5,16,8,9,5,10,11,15,17,17,17,12,13,14
a371,mother-in-law,1,1,2/18,3,2,4,2,5,2,6/19,2,7,2,8,9,10,11,12,13,2,14/20,2,15,16,17
a372,mouse,1,1,2,2,2,3,2,4,2,5,2,6,2,7,8,9,10,11,5,12,2,2,6,13,14
a373,nail,1,1,2,3,4,12,3,5,13,14,15,16,3,6,7,12,8,13,14,9,15,15,16,10,11
a374,naked,1,1,1,1,2,3,1,1,12,12,13,14,1,4,5,6,7,8,9/15,13,13,13,14,10,11
a375,navel,1,1,2,3,4,5,3,3,6,7,16,3,3,8,9,10,11,3,3,12,16,16,13,14,15
a376,nine,1,1,2,2,2,2,2,2,5,5,2,2,2,3,2,2,2,2,5,2,2,2,2,4,2
a377,now,1,1,2,1,1/14,1/15,1/13,1/12,1,3,1,4,1,1,5,6,12,7,8/16,1,1,1,9,10,11
a378,orphan,1,1,2,2,3,4,5,6,7,8,9,10,2,11,12,13,14,15,16,17,18,19,20,21,22
a379,ox,1,1,2,8,3,14,8,8,4,5,14,6,8,7,9,14,10,11,12,14,14,14,14/13,15,16
a380,pig,1,1,2,3/15,4/16,3,3,3,14,5,14,6,3/7,8,9,10,11,14,12,14,14,14,6,13,3/7
a381,plow,1,1,2,3,4,5,6,6,3,3,3,3,3,7,8,9,10,3,3,3,3,3,3,11,12
a382,pour,1,1/15/16,2,3,4,3,5,5,6,6/17,14,7,14,1,8,3,9,6,6,14,10,14,11,12,13
a383,put,1,14,15,1,2,13,1,1,5/17/18,1/19,5/6,7,8,12,12/20,13,1,11,9,5/6,5/6,5/6/21,4/22,16,10
a384,remember,1,1,2/13,3,4,5,6,6,3,3,3,3,3,7,8,5,9,10,3,3/14,3/15,11,3,3,12
a385,roof,1,1,2/21,3/22/23,4/24,5/25,6,7,8/26,17,18/27,19,20,9,10,11,12,17,13,14,18,18,19,15,16
a386,row,1,1,2,3,4,5,6,7,8,9,20,20,21,10,11,12,13,14,9/22,15,20,16,17,18,19
a387,send,1,1/20,2/21,3,4,5,6,7,8,9,10,11,12,13,14,5,6,15,16/22,10,10,10,17,18,19
a388,seven,1,1,1,1,1,1,1,1,1,1,7,1,1,2,3,1,4,1,1,7,7,7,1,5,6
a389,shadow,1,1,2/17,3,3,3,3,3,3,4/18,5/6,16,7,8,9,10,11,12,13/19,5,6,5/6,16,14,15
a390,sheep,1,1/17,2,3,4,5/6,6,7,6,6,8,9,6,6,6,5,10,11,12,13,14,8,15,16,6
a391,ship,1,1,2,3/17,4,5/6,3,3,7,8,9,3/10,3,11,12,5/6,3,13,14,9,9,9,10,15,16
a392,shoulder,1,1/15,2,2,3,2,2,4/16,5/17,6,7/8,9/18,2,10,11,2,12,6,5,2,7,7/8,13,14,2
a393,silver,1,1,2,10,4,5,3,3,6,11,12,3,3,7,8,5,3,13,14,12,12,12,3,3,9
a394,sister,1,1,2,3,4,2,2,2,2,2,2,2,2,1,5,2,6,2,7,2,2,2,2,8,9
a395,sister-in-law,1,1,2,3,4,5,6,7,3,8/22,9,10,3,11,12,13,14,15,8,16,17,18,19,20,21
a396,six,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,5,2,2,2,2,2,2,6,7
a397,son,1,1,2/12,11,4,11,1/3,1/3,3,3,3,5,6,7,8,11,1,3,9,3,3,3,5,1,10
a398,son-in-law,1,1,2,3,3,4,17,17,18,18,5,6,3,7,8,9,10,11,12,13,13,5,14/15,16,17
a399,spin,1,1,2,3/18,4,5,6,7,8,9,10,3,3,11,12,13,14,15,9,10,10,10,3,16,17
a400,spring,1,13,1,1,2,3,1,1/15,1,14,4,5,1,6,7,8,1,9,14,10,1,4,1,11,12
a401,stay,1,1,2/19,2,3/20,4/5/21,4/6,7,19,8,9,10,2,11,12,5/22,13,8,8,4,14,15,16,17,18
a402,steal,1,1,2,3,4,3/5,6,7,8,9,10,11,12,13,14,5,15,16,17,3/10,10,10,18,19,20
a403,summer,1,1,2,3,4,17,5,2,6/19,7,18,2,8,9,10,17,11,12,7,13,18,18,2,14,15
a404,sweat,1,1,2,2,3,2,2,2,4,5,2,1,2,6,7,8,9,5,2,10,2,2,2,11,12
a405,sweet,1,1,2/19,3,4,10,5,8,9,9,6,7,11,12,13,10,14,15,9,16,6,6,7,17,18
a406,ten,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,5,2,2,2,2,2,2,6,2
a407,thousand,1,1,2,3,4,5,15,15,6,6,6,7,8,9,10,5,11,6,6,6,6,6,12,13,14
a408,twenty,1,1,2,2,3,2,2,2,4,4,5,2,2,6,7,2,8,9,4,5,5,5,2,10,11
a409,udder,1,1,2,3/19,4/20,5,3,6,7,8,3,9,3,10,11,12,13,14,8,15,3,3,16,17,18
a410,wasp,1,1,2,3,4/21,5,6,7,8,7,7,9,7,10,11,12,13,7,14,15,16,17,18/22,19,20
a411,wear,1,1,1,16,3,1/2,1,1,4,5/17,15,6,7,1,8,1,9,10,4/5,15,11,12,1,13,14
a412,weave,1,1,2,3,4/16,3,4,5,6,7,3,8,9,10,11,3,12,6,7,13,3,3,8,14,15
a413,wheel,1,1,2,3,4,5,6,6,14,7,6,3/7,7,8,9,5,10,15,7/16,11,6,7,7/17,12,13
a414,widow,1,1,2,3,2,4,2,2,2,5,2,2,2,6,7,8,9,2,10,2,11,2,2,12,13
a415,winter,1,2,2,2,2,2,2,2/8,2,2,7,2,2,1,3,2,4,2,2,7,7,7,2,5,6
a416,wolf,1,1,2,3,3,4,3,3,3,3,3,2,3,5,6,7,3,3,3,3,3/11,3,8,9,10
a417,wood,1,1,2,3/12,1,1,1,1,1,4/13,1/5,5,6/14,1,7,1,1,4,8,1,1/5,5/15,9/16,10,11
a418,wool,1,1,2,3,4,5,1,1,1,1,1,12,1,1,6,7,8,9,1,1,1,1,12,10,11
a419,yoke,1,1,1,1,2,3,1,4,1,1,1,1,1,5,6,7,8,9,1,1,1,1,1,10,11
a420,young,1,1,2/13,2,3,4,5,5,5,5,12,12,5,6,7,8,9,10,5,12,12,12,12,11,5
a421,tear,1,1,2,2,3,11,11,11,4,11,2,2,2,5,6,11,7,8,11,2,2,2,2,9,10
