id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,10,6,1,6,9,1,9,6,14,10,23,1,20,1,1,6,9,14,1,6,0,9,11,11,0,10,18,28
mh1,mh1,50.0,12,0,13,0,0,11,10,0,10,1,0,0,24,0,0,0,19,6,10,20,0,1,1,10,16,16,16,0,0,31
mh2,mh2,50.0,1,1,1,0,2,0,5,1,5,1,1,9,1,1,1,1,1,1,5,10,1,1,1,5,1,1,8,1,1,21
mh3,mh3,50.0,2,34,14,0,2,10,2,2,2,2,1,17,30,31,1,26,26,2,5,28,31,2,2,0,20,20,20,17,0,31
mh4,mh4,50.0,1,14,1,1,3,1,0,3,1,1,0,1,17,18,16,12,11,1,8,0,0,4,5,1,1,1,1,1,0,0
mnh0,mnh0,50.0,1,60,17,1,1,1,16,1,13,11,49,27,49,48,49,17,44,12,14,49,55,3,6,14,27,27,29,34,51,56
mnh1,mnh1,50.0,1,1,1,1,1,1,1,4,1,20,1,1,1,1,1,1,40,22,1,1,46,9,18,1,30,30,34,37,1,48
mnh2,mnh2,50.0,1,1,1,14,2,4,4,3,4,4,1,15,1,62,1,27,27,4,4,1,64,4,6,4,18,18,22,15,54,64
mnh3,mnh3,50.0,1,24,1,1,1,1,1,3,1,8,24,1,24,24,43,22,22,12,1,37,24,10,10,15,17,20,1,21,24,24
mnh4,mnh4,50.0,1,27,15,6,1,6,13,1,13,9,30,1,39,27,30,19,19,9,13,35,27,9,9,13,16,16,16,1,30,27
mnh5,mnh5,50.0,2,1,1,2,6,2,2,2,2,2,34,28,36,43,35,29,29,2,2,1,42,2,2,9,15,15,26,1,33,1
mnh6,mnh6,50.0,1,1,1,24,1,24,16,2,16,1,1,1,39,1,36,1,1,8,23,32,1,1,5,16,1,1,1,1,33,1
mnh7,mnh7,50.0,1,1,1,1,1,1,1,1,1,1,16,8,16,26,20,11,12,1,1,16,16,3,3,1,8,8,8,8,18,16
mnh8,mnh8,50.0,1,1,1,10,1,1,1,1,1,1,1,1,1,36,1,22,24,1,1,1,1,1,1,5,1,1,1,1,27,32
mnh9,mnh9,50.0,1,1,1,13,1,13,9,1,9,1,1,16,1,1,35,18,1,1,10,29,36,3,1,10,1,1,1,1,32,1
mnh10,mnh10,50.0,1,34,1,1,4,1,1,1,1,7,35,30,35,39,35,31,31,7,17,35,41,7,7,17,29,29,29,29,37,44
mnh11,mnh11,50.0,1,1,1,1,2,14,1,2,1,3,1,15,1,1,19,16,16,9,12,1,1,4,4,1,15,15,15,15,1,21
mnh12,mnh12,50.0,2,1,25,2,2,24,23,2,23,2,56,37,51,1,69,25,50,2,23,54,1,2,2,23,25,25,29,33,55,73
mnh13,mnh13,50.0,1,1,1,7,4,7,7,6,25,10,62,1,56,66,56,48,48,22,25,60,71,15,15,25,31,1,33,1,62,81
mnh14,mnh14,50.0,2,1,1,2,2,2,15,6,15,9,1,1,1,1,1,1,1,13,15,26,1,9,10,15,1,1,21,1,28,34
lpsh0,lpsh0,1.0,1,1/24,1,1,1,1,5,1,5,0,17,1,19,17,17,14,14,0,5,17,22,0,0,5,1,1,1,1,17,17/23
lpsh1,lpsh1,1.0,1,27,1,16,2,1,1,2,1/8,1,28,19,28,38,28,1,1,1,10,33,39,1,1,8,19,19,23,19,0,0
lpsnh0,lpsnh0,1.0,3,1,1,3,3,3,11,3,11,3,1,12,1,29,1,1,23/24,7,11,26,29,3,3,11,14,14,14,12,1,29
lpsnh1,lpsnh1,1.0,1,22,1,1,3,1,1,2,1,4,30,10,30,34/23,30,21,17,2,1,30,33/23,4/5,4,1,10/11,10,15,10,30,23
lpsnh2,lpsnh2,1.0,1,1,19,1,1,1,1,1,1/11,1,1,1/45,1,63,1,51,1/56,10,18,61,63,1,1,13,1,1,43,1,1,63
lpsnh3,lpsnh3,1.0,1,33,1,1,1,19/21,1,1,1,3,37,27,33,33,33,1,31,16,17,34/35/36,45,8,12,1,1,1,1,26,33,33
lpsnh4,lpsnh4,1.0,2,1,11,2,2,2,2/9,5,10,2,1,11,1,26,1,20,21/11,2,9,22,26/28,2/7,2,9,16,16,19/15,11,1,26/30
lpsnh5,lpsnh5,1.0,2,1,1,2,2/3,2,2,4,2,7,1,1,34,1,1,31,31,13,16/20,1,1,7,7,18,28,26,30,1,1,35
lpsnh6,lpsnh6,1.0,3,1,26/27,2,3,2,18,3,18/22,2,1,32,1,36,1/35,1,1,2,18,33,36,2,11,18/22/23,25,25,25/29,30,1,36
lpsnh7,lpsnh7,1.0,1,39,31,29,1,1,1/28,1,1,1,42,36,42,42,48,38,37,26,28,42,42,1,1,28,31,31,31,35,42,42
lpsnh8,lpsnh8,1.0,1,43,31,1,4,1,1,4,28/29,23,45,32,49/50,43,43,31,31,27,1,43,43,23,23,1,36,36,35/37,32,43,43
lpsnh9,lpsnh9,1.0,1,1,1,130/133,1,128,1/126/127,2,1/124,1,1,1/158,1/159,162,1,1,1,121,125,1,162,5,8/9,1/124,1,1,156,1,1,162/163/164
lpsnh10,lpsnh10,1.0,1,1,20,1,1,1,1,1/2,1,7,1,26/31,1,42,38,1,1,4,16/17,1,39,14,14,15,27,25/27/28,25,26,1,1
lpsnh11,lpsnh11,1.0,1,1/27,1/11,1,1,1,1,1,1,1,27,1/18,27,32,27,1,26,8,1,31,32,3,1,1,12,1,17,1,27,32
lpsnh12,lpsnh12,1.0,1,1,25,3,1,3,3,1/2,3,5,1,28,1,40,36,30,32,20,22,1,1/39,7,7,3,24/26,24,24,24/27,34,38
lpsnh13,lpsnh13,1.0,1,20,1,1,2,1,1,2,1,1,18,1,21,18/34,21,12,11,9,1,23,31,1,6,1,1/13,1,1,14,21/28,18
lpmh0,lpmh0,1.0,1,67,1,1,6/9,1,1,10,1,17,57,1,42,0,60,38/40,1,0,23,44/45,63,15,15,1,31,0,32,35/36,56,0/65
lpmh1,lpmh1,1.0,1,77,24,1,6,17,1,9,0,1,46,31,51/46,0,46,36,41,0/1/15,0,47,0,0,0/13,0,29,29,29,25,46,75
lpmnh0,lpmnh0,1.0,1,23,15,4,1/3,14,1,1/2,1/12,6,31,15,36,23,27,16,16,6,1/13,27,38,6,9,1,18,18,21,15,27,23
lpmnh1,lpmnh1,1.0,3,1,36,12,3,25,12,10/11,12,17,56,50,72/75,77,74,53,53,12,21,62,81,13,16,12,40,39,42,46,69,85
lpmnh2,lpmnh2,1.0,1,46,15,1,4,1,14,6,14,1,27,17,38,44,37,21,24,1,14,25,40,10,1,14,19,17,17,17,31,41
lpmnh3,lpmnh3,1.0,1,90,37,1,5,1/36,1,1/8,30,15,70,43,77,82,65,46,48,27,34,65/66,83,15,23,34,42,42,42,37,71,87
lpmnh4,lpmnh4,1.0,2,103,48,46,2,45,18,5,18,2,88,72,95,86,93,77,79,13/14/15,36/37,86,99,8/11,8,21,72,72,72,72,88,96
lpmnh5,lpmnh5,1.0,3,1,27,2,7,2,18,2/8,18,10,48/47,36,51,56,1,27,27,15,22,42,56,10,10,21,27,27,31,35,1,62
lpmnh6,lpmnh6,1.0,2,1,1,2,2,2,2,5/6,12,7,53,1,1,1,1,41/42,41,2,16/18,44,1,8,9,16,1,1,1,27,47,61
lpmnh7,lpmnh7,1.0,1,89,22,1/20,1,1,1,6,1,1,95,53,104,113,100,62,62,1,1,96/97/94,111,8,16/15,1,35,35,44,49/51,99,107
lpmnh8,lpmnh8,1.0,1,74,48,14,10,14,42/47,1,42,15,78,1,85/78,78,84,69,68,21,45,80,78,17,20,46,56/57,56/57/58,60,1,78,89
lpmnh9,lpmnh9,1.0,1,89,34,29/31,3,8,23,3,23/24,15,64/63,42,49,82,49,1,1,21,27,61,82/84/85,17,19,23,37,39,37,37,49/62,86/88
lpmnh10,lpmnh10,1.0,1,1/76,1,1,1,16,1,1,1,8/9,54,38,62,75,58/60,1,1,1,15,48/1,70,1/5,6,1,1,1/17,28,29,52,71
lpmnh11,lpmnh11,1.0,27,1,1,22,5,1,17,1,17,9/12,54,1,54,72,54,51,51/52,14,17,54,67,12,13,17,1,1,1,1/30,54,59
lpmnh12,lpmnh12,1.0,1,70,19,1,1,18,1,3/4,1,1,47,24,50,43,47,40,37,10,16,49,53,1,1,1,27,27,33,24,47,66/69
lpmnh13,lpmnh13,1.0,1,1/81,52,40,4,37/38,1,7,25,1,69,58/59,69,76,69,63,65,1,29,69,76,1/10,19,27,54,54/55,57,54,69/71,76
lphh0,lphh0,1.0,2,184,133,70,2,70,56,2,61,35,184,155,186,194,188,168,182,49,65,184,204,38,43,61,0,0,160,155,184,194
lphh1,lphh1,1.0,1,1,42,36,4,40,0,1,0,20,1,0,1,94,1,64/63,66,0/20,34/35/31,0,88,22,0,30,43,43/46,51/52,54/55,0,90
lphnh0,lphnh0,1.0,1,1/87,71,1,10,1,58,12,59,19,104,74,87,106,87,84,71,56,67/59,102,110,22,37/39,64,76/77,75,81,82,87,110
lphnh1,lphnh1,1.0,66,120/153,70,64/65,9,13,54,12,54,15,123,71,120,132/152,126,99,119,39,62,121,144/145,32,32,59,79,79,91/93,94,120,149
lphnh2,lphnh2,1.0,1,126,42,35,7,35,26,13,26,14,98,72,99,108,99,81,80,22,34,85,123,18,19,32,66,67/61,57,70,97,124
lphnh3,lphnh3,1.0,1,236,96/1,94,1,94,37,8/9,37,19,213,1,230,191,225,180,176,35,85,211,191,11,11,89,99,99,101/103,1,200,232
lphnh4,lphnh4,1.0,3,168,95,88,13,85,3,13,3,19/28,136,89,146,148,138,125,128,31,3,132,166,26,19/27,83,102/103,100/102,106,121,134,148
lphnh5,lphnh5,1.0,2,176,52,47,7,45,37,9,37,32,90,53,80,80,114,48,75,34,43,84,172/174,18,30/31,40,56,56,54,64,88,80
lphnh6,lphnh6,1.0,16/51,109,58,48,19/20/21,48,37,19,40,28,86,81/82,95,99,86,1,85,31,43/45,91/92,105,24/25,26,42,67,67,75,67,86,99
lphnh7,lphnh7,1.0,3,124,56,50,25,31,47,29,47,33,140,115,132,167,161,120,119,45,49,138,169,34,40,48,100,103/104,112/113,115,140,173
lphnh8,lphnh8,1.0,4,208,92,90,4,68,62,25,62,29,139,92,162,194,140,104,108,35,66,121,183,29,32,63,92,92,97,98,129/132,193
lphnh9,lphnh9,1.0,1,128,105/107,1,6/7,103,88,49,88,64,154,113,160,170,155,118,126,60/61,88,131/132,164,73,87,95,1,1,111,1,151,165/166
lphnh10,lphnh10,1.0,1/42,1,44,1,2/4,1,18,2,18,11,95,69,89,118,97,77,76,15,20,90,141,11,11,35,61,58/63,58,66,94,150
lphnh11,lphnh11,1.0,1,121,39,31,7,31,22,1,25,11,62,43,114,60,112/63,52/54,52/56,21,23,108,117,14,15,23,43/45,43,43,51,110,116
lphnh12,lphnh12,1.0,1,69/135/136,1,46,1,43,5,4,32,31,87,51,70,89,88,63,67,19,36,77,130/124,27,27,40,51,53,51,55,79,133
lphnh13,lphnh13,1.0,1,1/153,49,25,1,25,44,24,44,31,103,54,120,151,110,93,96,29,44,98,146,36,33,44,54,54,66/69,78,105,141
lnpsh0,lnpsh0,1.0,0,1,10,0,3,0,0,2,0,0,1,12,0,20,1,0,18,0,8,1,20,5,0,8,12,12,12,12,1,20
lnpsh1,lnpsh1,1.0,1,1,16,0,3,0,0,7,0,1,1,17,1,1,1,20,1,1,15,24,1,1,1,0,0,0,17,19,1,0
lnpsh2,lnpsh2,1.0,1,28,1,24,3,1,1,3,1,1,28,0,28,28,30,1,1,20,1,28,32,1,1,1,0,0,25,0,28,28
lnpsh3,lnpsh3,1.0,1,1,1,19,3,1,0,3,0,11,1,1,1,1,1,24,25,13,0,27,1,12,12,15,1,1,0,1,28,30
lnpsh4,lnpsh4,1.0,3,30,19,0,3,3,6,4,6,6,46,1,46,0,46,1,28,6,6,46,49,12,6,6,1,1,21,1,46,50
lnpsh5,lnpsh5,1.0,1,26,1,1,1,0,3,2,3,1,26,1,28,26,28,25,25,1,10,26,26,1,1,4,21,21,22,1,26,26
lnpsh6,lnpsh6,1.0,1,1,1,1,2,1,5,2,5,1,1,1,27,1,1,23,24,1,5,1,1,1,1,5,14,14,1,22,25,1
lnpsh7,lnpsh7,1.0,2,0,1,2,2,2,2,2,2,2,1,1,1,1,1,0,13,7,9,1,1,2,2,2,1,1,1,1,1,1
lnpsh8,lnpsh8,1.0,3,36,1,20,4,20,16,4,16,3,1,1,1,1,1,1,31,15,18,1,1,6,6,16,1,1,27,29,1,0
lnpsh9,lnpsh9,1.0,1,1,1,1,1,1,28,19,28,1,0,48,62,63,0,52,54,0,40,57,63,1,22,29,48,48,49,48,58,68
lnpsnh0,lnpsnh0,1.0,1,25,12,1,1,1,1,1,1,3,39,18,39,46,39,22,22,1,1,39,42,4,8,1,16,13,13,12,39,45
lnpsnh1,lnpsnh1,1.0,1,20,1,8,1,8,6,2,6,1,21,1,26,20,26,18,19,3,6,22,28,1,1,6,13,11,11,1,23,20
