id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,4,4,1,3,4,1,4,0,0,6,0,0,4,0,0,8,0,11,8,0,0,9,8,7,0,0,0,8,8,8
mh1,mh1,50.0,16,16,2,2,17,9,17,17,11,17,17,17,17,11,11,18,11,23,17,0,17,21,17,17,11,13,17,18,18,19
mh2,mh2,50.0,1,1,1,1,20,1,4,4,1,4,7,7,4,1,1,7,1,19,0,1,7,7,7,0,1,1,14,15,15,7
mh3,mh3,50.0,8,8,7,2,8,6,8,8,2,11,8,8,8,2,2,8,2,8,8,2,13,8,8,8,2,2,8,8,8,8
mh4,mh4,50.0,1,1,5,1,1,1,1,8,1,9,1,1,1,0,1,1,0,0,1,1,1,12,13,0,4,0,0,1,1,1
mnh0,mnh0,50.0,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,25,11,33,25,17,1,25,25,23,11,13,1,25,25,28
mnh1,mnh1,50.0,5,5,1,1,5,1,5,5,4,5,5,17,5,1,1,5,1,5,5,4,5,5,5,16,1,1,8,5,5,5
mnh2,mnh2,50.0,9,9,1,7,9,1,10,10,1,10,10,10,10,1,1,10,1,20,10,1,17,10,10,13,1,1,13,10,10,10
mnh3,mnh3,50.0,16,15,1,1,26,1,15,17,1,18,17,17,15,1,1,17,1,15,23,13,25,21,17,17,1,7,17,17,17,17
mnh4,mnh4,50.0,1,1,1,1,1,16,17,17,8,17,17,17,17,5,1,25,5,17,23,8,17,25,23,20,5,5,20,25,25,26
mnh5,mnh5,50.0,1,1,1,1,1,1,1,1,6,1,1,1,1,8,7,27,11,1,27,23,1,27,27,1,11,11,1,27,27,27
mnh6,mnh6,50.0,16,16,3,3,16,3,16,19,3,16,34,16,16,7,6,22,12,16,16,3,16,16,32,21,12,12,16,25,22,22
mnh7,mnh7,50.0,1,1,11,1,1,3,1,1,5,1,21,20,1,5,5,1,8,1,1,10,1,1,18,1,8,8,1,1,1,1
mnh8,mnh8,50.0,15,15,11,1,15,1,20,21,9,20,20,20,20,3,6,20,3,27,20,9,20,20,20,24,3,3,23,20,20,20
mnh9,mnh9,50.0,1,1,1,1,1,1,1,1,2,1,1,18,1,3,4,18,10,1,18,14,1,18,23,20,10,10,18,21,21,21
mnh10,mnh10,50.0,1,1,6,6,26,6,1,1,9,1,1,25,1,9,9,1,9,1,1,12,1,1,1,1,9,9,1,1,20,21
mnh11,mnh11,50.0,1,1,1,1,31,1,21,21,1,21,21,21,21,6,4,21,6,21,25,1,28,21,26,21,6,14,21,23,23,23
mnh12,mnh12,50.0,1,1,1,1,1,1,1,1,7,1,1,1,21,7,7,1,7,1,1,7,1,1,1,17,8,7,12,19,1,1
mnh13,mnh13,50.0,1,1,3,3,35,17,1,1,11,18,1,1,1,5,3,21,7,33,1,14,1,21,1,1,8,7,1,22,22,21
mnh14,mnh14,50.0,17,17,1,1,29,7,17,17,1,17,18,18,17,3,1,18,4,17,18,5,26,18,24,21,4,4,18,18,18,18
lpsh0,lpsh0,1.0,0,0,1,1,0,1,0,19,0,19,18,18,0,0,0,18/20/23,0,0,20/27,0/5/6,29,0,20/27,18,3,3,18,25,24,24
lpsh1,lpsh1,1.0,1/11,1/11,3,3,1,7,0/1,0/12,0,0/12,1,1/21,1,0,0,1,0,22,1,0,1,20,1,1,0,0,1,1,1,16
lpsh2,lpsh2,1.0,1,1/7,1,2/6,16,3,16,16,4,16,16,21,25,0,3,16,3,16,16,3,0,19,16,17,3,3,17,16,16,16
lpsh3,lpsh3,1.0,1,1,1,1,0,10,1,1,7,1,1,1,1,5,1/2,1,1,19/22,0/1,9,1,1,0,12,1,1,1,1,1,15
lpsh4,lpsh4,1.0,1,1/10,1,1,10,1/8,10,18,2,18,0,0,10,7,6,0,7,10,25,2,0,0,0/26/27,22,7,7,24,0,0,0
lpsh5,lpsh5,1.0,1,1,3,3,1,3,1,1,3,1,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0/9,0/12,0/12,12
lpsnh0,lpsnh0,1.0,1,1,4,4,12,4/7,14,14,4/11,14,14,14,18/14,8,7,17,9,18,16,4,14,17,16,14,10,9,14,17,17,17
lpsnh1,lpsnh1,1.0,1,1,1,5,9,1,11/14,11,1,11,11,11,14,1,1,11,1,11,11,3/4,31,11,11,25,1,1,11,11,11,11/28
lpsnh2,lpsnh2,1.0,19,19,1,1,19,1,19,20,1,20,22,19,19,1/9,8,19,9,19,19,13,19,19,19,19,9/11,9,19,19,19,19
lpsnh3,lpsnh3,1.0,11/12/13,11,1,1,11,2,11,11/15,2,11/15,11,11,23/11,2,7,11,2,22,11,10,11,18/19,11,11,2/9,2,11,11,11,11
