id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,0,0,0,0,0,0,17,15,20,1,1,22,0,1,22,17,1,1,1,2,0,1,1,12,12,1,1,12,14,0
mh1,mh1,50.0,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,20,1,1,1,1,7,1,1,19,15,3,1,15,15,15
mh2,mh2,50.0,1,2,1,3,2,3,17,1,17,3,3,17,1,3,0,0,3,3,8,3,1,3,3,12,12,3,3,14,12,12
mh3,mh3,50.0,9,1,9,1,1,1,0,9,16,1,1,9,12,1,20,18,1,1,1,8,9,1,4,14,14,4,5,14,14,14
mh4,mh4,50.0,1,1,1,1,16,1,1,1,1,1,1,22,17,1,0,1,1,1,1,1,1,14,0,20,20,6,10,20,20,20
mnh0,mnh0,50.0,27,1,1,1,8,1,28,12,28,1,1,28,16,1,28,28,4,1,1,7,14,1,1,12,23,1,1,22,12,12
mnh1,mnh1,50.0,1,1,1,1,1,1,1,1,1,1,1,1,17,13,1,1,13,13,13,13,1,13,6,1,1,7,9,19,1,1
mnh2,mnh2,50.0,1,1,11,1,1,1,1,21,1,1,1,1,11,1,23,1,1,1,1,1,11,1,2,14,14,3,4,14,19,19
mnh3,mnh3,50.0,1,1,1,1,1,1,1,1,1,13,1,1,1,13,1,24,13,13,13,13,1,13,8,21,21,8,12,21,21,21
mnh4,mnh4,50.0,1,1,1,1,1,3,23,7,20,3,3,21,8,3,21,23,3,3,3,3,7,3,6,10,10,6,3,14,10,10
mnh5,mnh5,50.0,1,1,1,2,1,2,24,10,23,2,2,26,16,9,24,24,2,2,2,2,10,2,4,19,22,4,2,20,19,19
mnh6,mnh6,50.0,43,5,31,5,5,5,46,33,44,27,27,44,33,27,48,46,27,27,27,27,33,27,26,33,42,25,25,41,33,33
mnh7,mnh7,50.0,1,1,11,1,9,1,1,12,28,1,1,1,12,1,1,29,1,1,1,1,15,1,2,22,22,3,1,22,22,22
mnh8,mnh8,50.0,1,1,12,1,1,1,1,28,1,1,5,1,14,1,1,1,6,1,1,1,12,1,1,26,24,1,1,24,27,27
mnh9,mnh9,50.0,1,1,1,1,1,1,60,1,57,38,38,57,1,38,57,67,38,38,38,40,1,38,8,48,53,8,36,52,45,45
mnh10,mnh10,50.0,1,1,1,1,1,9,1,16,1,9,9,1,16,9,1,20,9,9,9,9,18,9,13,19,19,13,9,19,19,19
mnh11,mnh11,50.0,1,1,1,1,1,1,29,8,29,6,1,33,8,6,29,29,6,6,6,6,8,7,1,28,25,1,3,25,25,25
mnh12,mnh12,50.0,9,1,9,1,1,2,26,25,26,2,2,26,11,2,32,26,2,2,2,2,11,2,3,20,20,4,7,20,23,22
mnh13,mnh13,50.0,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,5,8,13,10,2,32,32,2,4,32,34,34
mnh14,mnh14,50.0,1,10,11,1,10,2,27,13,27,9,8,27,13,9,30,27,9,9,9,9,13,9,2,25,22,2,2,24,22,22
lpsh0,lpsh0,1.0,0,0/1,6,1,1,1,0,6,0,1,1,0,6,1,0,0,1,1/5,1,1,6,1,0,6,0/6,2,1,0,6,6
lpsh1,lpsh1,1.0,0,0,11,0/1,0,1,0,0,0,1,6,0,0,1,0,0,1,9,1,8,12,8,1,16,16,1,4,16,16,16
lpsh2,lpsh2,1.0,1/9,1,1,1,1,1/4,18,1,9,1,1,20,1,1,9,9,1,1/8,1/6,1,11,1,5,0,13/14,5,1,0,15,16/1
lpsh3,lpsh3,1.0,1,0,1,0,0,0/2,17,1,17/18,0,0,0,1/10,0,17,19,0,0,0,0,11,0,0,1,1,3,6,1,0,0/1
lpsh4,lpsh4,1.0,1,1,1,1,1,1,1,9,1,1,1,13,0,1,1,12,0/1,1,1,1,1,1,1,0/1,7,1,1,1,1,1/8
lpsh5,lpsh5,1.0,1,0,1,0,0,0,1,13,1,0,0,1,13,0,1,1,0,0,0,12,13,12,0,19,19,0,9/10,19,19/21,19/20
lpsh6,lpsh6,1.0,1,2/11,1,2,11,2,14,1,1,2,2,1,12,2,1,15,2,2,2,2,1,2,2,1,1,6,2/10,1,1,1
lpsh7,lpsh7,1.0,1,2,1,2,2,3,1,38,1,3,3,1,10,3/5,1,40,6,5,6,5,0,5,0,27,31,0,0,27/30,37,27
lpsnh0,lpsnh0,1.0,1,1/2/8,1,2,8,3,15,14,15,3,3/5,15,10,3,15,15,3,3,3,3,10,3,3,12,12,3,3,12,11,11
lpsnh1,lpsnh1,1.0,21,1,1,1,1,1,23,18,23,1/7,1,23,1,1,25,23,1/7/8,1,1/7/8,1,12,1/9,1,13,16/15,1,6,13,13,13
lpsnh2,lpsnh2,1.0,1,1,10,2,1,1,1,10,1,1,1,1/31,10,1/8/9,1,1,6,8,6,1,10,1,1,10,23,1,4,12,27,10
lpsnh3,lpsnh3,1.0,1,1/2,1/9,2,1/2,1/2,1,10,1,1,1/5,1,10/11,1,1,1,1,1,1,7,10,7,1,11,11,3,1,11,11,17/18
lpsnh4,lpsnh4,1.0,1,1,1/12,1,1,1/2,18,13,1,1,1,18/20,13,1,1,18,1/8,1/11,1/8,9,13,9,1,13,13,1,5,13,15,17
lpsnh5,lpsnh5,1.0,1,1,15,1,1,3,26,17/25,26,11,11,26,17,11,26,26,11,11,11,11,17,13,5,18,18,5,10,18,18,21
lpsnh6,lpsnh6,1.0,1,2,1,2,2,2,45/46/47,41,1,2/7,2,66,1,7,45,45,7,7,7,7,1,7,2,1,30,5/6,2,1,1,1
lpsnh7,lpsnh7,1.0,1,1,1,1,1,1,1,1,22/23,6,6/7,1,1,6,1,1,6,6,6,6,1,6,1,16,12,1,1,17/12,12,12
lpsnh8,lpsnh8,1.0,16,1/2,1,2,1,1/2,16,8,16,1,1,16,8,1,25,18,1,1,1,1/6,8,1/7,3,8,8,4,1,8,12/13,8/14
lpsnh9,lpsnh9,1.0,1,3,13,3,3,3,1,1,29,10,10,1,16/1,10,1,1,10,12,10,11,14,10,3/6,18,21,7/9,3,18,18,18
lpsnh10,lpsnh10,1.0,1/25,1,1,4,1,4,25,18/23,25,4,16/4,27/28,18/19,4,25,25,4,4,4,4,18,17,4/5,18,18,11,15,18,21,21
lpsnh11,lpsnh11,1.0,1/27,1,18,4,1,4,27,26,36,4,4,27,19,4,38/27,27,4,4,10,4,19,16,4,22,22,5/6,7,22,22,25
lpsnh12,lpsnh12,1.0,1,1,1,1,1,1,22,19/14,22,6/12,6,22,14,6,22,22,6,6,6,6,14,6,7/8,16/14,16,7/8,11,17,14,14
lpsnh13,lpsnh13,1.0,25,1,1,1,1,1,29,1,30,1/7,1,29/31,1,1,29,29,1,1,1,1,11,1,1,1,15,1,6,14,1,16/1
lpsnh14,lpsnh14,1.0,1,1,11,1,1,1,29,11,29,1,1/3,29,14,1,29,29,1,1,1,1,14,1/8/9,1,16,24,1,3,16,16,25
lpsnh15,lpsnh15,1.0,1,1,1,1,19,4/5,1,1,1,14,5/14,1,1,14,1,1,14,14,14,14,20,15,5,1/30,1,5/8,10,28,31,1
lpsnh16,lpsnh16,1.0,1,1,1,1,1,1,1,1,1,1,1/8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,15,15
lpsnh17,lpsnh17,1.0,12,1,7,1,1,1,12,1,12,1/3/4,3,12,1,4,14,12,4,4,4,3,1,5,1,1,1,1,1,9,1,1
lpsnh18,lpsnh18,1.0,1,1,1/4,1,1,1,1,5,1,1,1,1,5/7,1,20,1,1,1,2,1,5,1,1,16,16/17,1,1,16,5,18
lpsnh19,lpsnh19,1.0,1,2,1,2,2,2,25,1,1,2,2,28/29,9/11,2,31,25,2,2,2,8,1,2,2,15,15,2,5,16,20/23,20
lpsnh20,lpsnh20,1.0,16/1,1,9/10,1,1,1,16/1,15,17,1,1,19,1,1,19,16/1,5,1,1,1,1,1,1,1,12,2,1,11,1,1/13
lpsnh21,lpsnh21,1.0,1,2,1,2,2,2,12,1,12,2,2,12,1,2/6,13,12,2,2,2,2,1,2/5,2,1,1/8,2,2,1,1,1
lpsnh22,lpsnh22,1.0,1,5,1/14,5,5,5,1/25,1,1,8,8,25,1,8,25,1,8,8/13,8,8,16,12,9,19,19,9/10,8,20,19,23
lpsnh23,lpsnh23,1.0,38,1,20,1,1,1,39,36,38,1,1,39,24,1,39,39,1,1,18,1/19,24,1,1,24/27,32,5,16,28,24,24
lpsnh24,lpsnh24,1.0,1,1/8,1,1,1/8,1,25,1,25,6,6,25,1,6,25/27,25,6,6,6,6,1,6,1,1,16,1,1/4,11/12,19,20
lpsnh25,lpsnh25,1.0,1,1,7,1,1,1,1,7,1,1,1,1,7,1,1,1,1,6,1,1/4,7,5,3,7,7,3,1,7,7,7
lpsnh26,lpsnh26,1.0,14,5/7,14,5,5/7,5,14,14,30,5,5,14,14,5,14,14,5/11,5/12,5,5,14,5,8,24/26,24,8,10,24,24,24
lpsnh27,lpsnh27,1.0,1,1,1,3,1,3,1,1,1,3,3,1,1,3,1,1,3,3,3,16,1,15,3,1,1,8,11,1,1/20,21
lpsnh28,lpsnh28,1.0,18,7,18,7,7,11,18,18,25,11,13/14,18/28,18,11,18,18,11,11,16/11,11,18,11,11,18,21,11,11,20,23,18
lpsnh29,lpsnh29,1.0,1,1,1,1,1,2,1,1,31,2,2,34,1,2,38/39,1,2,2,2,2,1,2,2,14,28,2,4,16,14,14/30
lpsnh30,lpsnh30,1.0,1,2/3,1,2,2,2,13,1,12,6,2,16/14,1,2,13,13,2,2,2,2,1,2,2,1,1,2,2/5,7,1,1
lpsnh31,lpsnh31,1.0,1,11,1,2,11,2/3,1,1,1,4,4,1,1,4,1,1,4,4/10,4/8,9,1,4,4,14,22/23,4/5,4,14,14,14
lpsnh32,lpsnh32,1.0,1,3,17,3,16,3,31,17,31,3/8,3,31,17,3,31,31,3,3,3,13/15,17,3,8/9/10,24,27,9,8,24,24,28
lpsnh33,lpsnh33,1.0,1,1,1,1,1/11,1/2,21,1,23,1,1,25,1,1,25,21,1,1,1,1,1,1,1/5,14,16,1,9,14,14,14
lpsnh34,lpsnh34,1.0,16,1,9,1,1,1,16,9,17,4,4,20,9,4,21,16,4,4,4,4,9,4,1,10,14,1,1,12/13,9,9
lpsnh35,lpsnh35,1.0,17,2,7,3,2,3,17,7,17,3,5,17,7,3,17,17,3,3,3,3,10,3,3,7/13,7,3,4,12,16/7/14/15,14
lpsnh36,lpsnh36,1.0,47,2,1,4,2,5,49,39,49,6,6/12,49,39,6,49,49,6/13,35,13,31,39,6,7,39/44,39,8/9/10,6,44,44,44
lpsnh37,lpsnh37,1.0,26,1,1,1,1,2/3,35,20,36,2/14,2,35,24,14,35,37,14,14,2/14/15,14,22,14,2,20,20,4,10/11/12,20,20,20/25
lpsnh38,lpsnh38,1.0,16,1,1,1,1,1,16,1,17,1,1,16/19,8,1,16,16,1,1,6,1,8,1/7,2,8,12,2,2,8,8/15,8
lpsnh39,lpsnh39,1.0,16,1,11,1,9,1,16,11,17,1/3,1,25,11,3,25,16,1,3/6/7/8,5,3,11,3,2,11,11,2,1,11,11,11
lpsnh40,lpsnh40,1.0,32,3,26,3,20,3,32,26,32,7,7,37,26,7,36,35,7/11,7,7,7,26,12,9,28,29,9,10,28,28,31
lpsnh41,lpsnh41,1.0,1,24,1,1,24,1/2,1,36,1,3/4,3/4,1,1,3,1/37,1,21,3,11,3,1/26,3,8,32/31,32,8,1,33/34,29,29
lpsnh42,lpsnh42,1.0,1,1,1,1,15,1/2,41,1,39,1,1,39/42,1,1,39,41,8,1,8,12,1,12,1,20/21,20,1,4/5,22,24,24
lpsnh43,lpsnh43,1.0,1/24,3,1,3,3,3,1,1,1,3/7,3/6,1,15,8,1,1,3,3/7/9/10/11,3,7,1/13/14,3/7,3,19,19/21,3,3/5,20,16,16
lpsnh44,lpsnh44,1.0,1,1,1,1,5,1,1,15,1,4,4,1,1,4,22,16/1,4,4,4,4,1,4,1,1,11,1,3,10,1,1
lpsnh45,lpsnh45,1.0,1,1,7,1,1,1,10,7,10,1,1,10,7,1,10,10,1/6,1,1,1,7/8,1,4,7,7,5,4,7,7,7
lpsnh46,lpsnh46,1.0,40/41,27,1,1,27,2,40,1,45,2/15,13,40,1,2,40,40,2,2,2,16,1,23,2,38,38,2,11,38,38/39,38/39
lpsnh47,lpsnh47,1.0,1,2/15,1,2,2,2,1,1,25,2,2,1,1,2,1,1,2/10,13/14,10,2,1,2/11,5,17,17,5,8,17,18,22
lpsnh48,lpsnh48,1.0,29,1,8,1,1,2,38/39,1,29,2,2,38,1,2,43/44,39,2,2,2,2,1,7,2,21,25,2,6,21,27,21
lpsnh49,lpsnh49,1.0,18,1,18,1,1,1,18,20,25,1,1,18,20/21,16/1,18,18/26,1,16/1,1,15,21,1,1,21,21,1,9,21,21,21
lpsnh50,lpsnh50,1.0,1,3,20,3,18,3,40,22,1,4,10,1,22,4,44,40/41,4,4,4,4,22,13/15,7,27,33/27,7,4,32,28,36/37
lpsnh51,lpsnh51,1.0,1/17/15,1/8,1,1/2,1/9,1,18/20,1,15,1,1,22,1,1/6,23,18,6,1,6,6,1,1,1,11,1/11,1,4,13,1,14
lpsnh52,lpsnh52,1.0,1,1,1,1,1,1,26,25,30,1,1,32,9,1,26,26,1/7,1,1,1,9,1,3,9,12,3,3,9,9,22
lpsnh53,lpsnh53,1.0,1,11,12,1,11,1,1,16/15,28,1,1,1/31,18,1,1/30,1/29,9,1,9,10,15,1,3,20,20,4,1,22/23,25/27,25
lpsnh54,lpsnh54,1.0,1,1/2,15,1,1/2,1,1,32/1/15,35,1,1,1/37/38/39,17,12,42,1,1,12,1,1,16/15,1,3,20,21,6,7,20,30/31,30
lpsnh55,lpsnh55,1.0,33,1,1,1,1/12,1,33,32,33,1,1/11,33,1,1,35,33,1,1,1,1,1,1,1/4,1,28,1,10,1,1,1
lpsnh56,lpsnh56,1.0,1,1,1,1,9,1,1,1,1,5,5,1,1,5,1,1,5,5,5,5,10,5,5,11/12,12,5,5,12,13,13
lpsnh57,lpsnh57,1.0,1,2,1,2,2,2,1,1/17,1,2,2,20,11,6,1,1,6,10,6/7,8/9,11/12,6,2,1/13,13,2,4,16/13/14/15,13,13
lpmh0,lpmh0,1.0,0,2,23,2,2/22,2/6/7,0,39/41,0,17,2,44,27,17,46,0,17,20,17,17,26,17,0,23,23,9,10,33,35/23,23
lpmh1,lpmh1,1.0,1,1,16,1,1,1,36,30,36,8,7,36,1,14,38,36,8,14,8,8,1,12,0,24,24,0,0,24,0/29,27
lpmh2,lpmh2,1.0,1/31,2,0/18,2,2,4/7,0,0,0,0/7,0/7,33,19,0,33,0/33/34,0/7,0/17,0/14,15,19,15,0,20,20,0,0,23,26/27,29
lpmh3,lpmh3,1.0,1,0,1,0,12,0,25,13,25,0,0,25/29,0,0,32,25/28,0/10,0,10,0,15,0,0,20,20,2,8,20,20,20
lpmh4,lpmh4,1.0,1,1,1,1,10,1,30,29,30,1,1,30,15,1,30,35,1,1,1,1,0,1,1,22,25,1,7,24,21,21
lpmh5,lpmh5,1.0,0,0,0,1,12,1/3,0,14,0,3,1/3,53,0,3,0,0,3,3/9,7,8,22,3/8,5,36,36,4,4,41,47,36
lpmh6,lpmh6,1.0,40,1,27,1,1,2,40,31,40,0,13,40,32/31,24,40,40,0,24,0,0,35,22,3,31,31,9,0/12,31,39,31
lpmh7,lpmh7,1.0,1,1,22,2,21,2,1,23,0/1,2,2,37,31,2,1,1,9,0,8,10,23,10,3,23,23,4,2,23,0,0
lpmh8,lpmh8,1.0,1,1,1,1,1,1,37,1,37,1,1,38,19,1,40,37,1,15,1,11/14,17,12,1,28,32/30/31,3,1,28,28,34/28
lpmh9,lpmh9,1.0,20,4,20,4,18,6,49,0,0,0,4,51,21,0,46,49,0,0,0,0/16,36,15,8,0,40,0,10,0,0,42
lpmnh0,lpmnh0,1.0,42/43,12,1/13,1,12,3,42,13,45/46,3,3,65,18,3,42,60/61,3,3,3,3,18,3,3,14,32,7,10,23,39,39
lpmnh1,lpmnh1,1.0,37,3/4,21,3,3,3/5,45,21,37,5,5,37,21,5,37,45,5,5,5,5,21,5,5,29/30,27/28,12/14,5,27,32,32
lpmnh2,lpmnh2,1.0,1,1/9,11/13,1,9,1,48,14,48,1,1,54,14,8,52,48,5,8,5,6,17,5/6,2,20,31,2,4,20,20,20
lpmnh3,lpmnh3,1.0,48,1,23,1,1,1/3,61,23,61,19,3,64/60,23,19,62,61,19,19,19/20,21,23,21,9,33,33,18,3,33,47,38
lpmnh4,lpmnh4,1.0,1,1,1,1,1,1,1,52,1,23,23,1,1,23,1,55,23,23,23,23,1/28,26,1,39,42,13,1,39,50,46/47
