id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,14,0,0,0,17,0,0,2,0,0,0,0,0,10,8,10,7,10,14,0,0,0,10,32,10,10,10,0,16,0
mh1,mh1,50.0,15,12,1,1,1,1,1,1,1,8,2,12,12,0,2,0,2,0,15,12,12,12,6,6,0,0,0,12,18,12
mh2,mh2,50.0,0,13,1,0,0,5,0,3,0,0,8,20,0,0,8,0,8,0,0,18,13,13,10,10,10,10,0,18,0,0
mh3,mh3,50.0,10,8,4,1,1,7,1,5,1,1,1,1,8,1,1,1,0,1,8,1,8,8,1,1,1,1,1,1,1,1
mh4,mh4,50.0,0,0,1,3,1,1,11,1,11,11,1,15,12,8,1,9,1,8,0,15,13,13,8,0,8,8,8,15,15,15
mnh0,mnh0,50.0,28,25,1,2,1,1,1,1,1,1,5,30,20,14,8,17,11,17,26,1,24,24,18,31,18,18,17,1,1,1
mnh1,mnh1,50.0,17,17,5,3,10,9,10,6,16,16,13,17,17,10,13,10,13,10,17,17,17,17,15,15,15,15,10,17,17,20
mnh2,mnh2,50.0,21,18,1,1,1,2,1,1,1,1,5,16,16,1,5,10,5,10,22,16,16,16,10,10,10,10,10,16,16,16
mnh3,mnh3,50.0,1,1,2,1,1,1,1,3,18,1,6,1,1,1,10,11,10,13,1,1,1,1,16,16,13,13,13,1,1,1
mnh4,mnh4,50.0,30,30,1,2,1,1,1,1,29,1,21,44,30,1,26,1,26,1,30,35,30,30,1,1,1,1,1,38,40,42
mnh5,mnh5,50.0,58,56,1,1,1,1,52,3,52,52,4,52,54,4,4,5,4,50,57,59,56,56,46,46,46,46,46,59,59,59
mnh6,mnh6,50.0,12,12,5,2,1,10,1,6,1,1,1,12,12,1,1,1,1,11,12,12,12,12,1,1,1,1,18,12,12,12
mnh7,mnh7,50.0,27,30,4,1,1,12,1,5,1,1,21,27,27,24,21,25,21,24,33,34,27,27,24,24,24,24,24,34,34,34
mnh8,mnh8,50.0,40,40,1,1,1,1,1,26,38,38,1,37,37,34,28,34,31,34,40,43,40,40,35,35,35,35,34,43,48,37
mnh9,mnh9,50.0,13,1,4,1,1,5,1,4,1,1,6,1,1,1,6,1,6,11,13,16,1,1,1,1,10,1,1,17,16,16
mnh10,mnh10,50.0,11,10,3,1,1,3,1,3,1,1,5,1,10,1,5,1,5,9,11,19,10,10,1,1,1,1,1,19,19,19
mnh11,mnh11,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,1,1,1,5,5,6,5,5,1,12,1
mnh12,mnh12,50.0,5,5,4,1,5,4,5,4,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,10,5,6,5,5,8,5
mnh13,mnh13,50.0,8,9,2,1,1,2,1,3,1,1,4,1,8,1,4,1,4,1,8,11,9,9,1,1,1,1,1,11,1,1
mnh14,mnh14,50.0,15,1,1,1,1,5,1,1,14,1,1,25,1,1,1,7,1,9,15,21,1,1,9,9,9,9,12,21,24,18
lpsh0,lpsh0,1.0,7,16,1,2,7,1,7,4,14,7,9,7/24,7,13,9,13,9,13,21,7,16,16,13,26/13,13,13,13,22/7,22,22
lpsh1,lpsh1,1.0,0,23,2,1,1/28,4,1,2,1,1,1,16,16,5,1/7,12,9,5,0/26,16,20/21,0/20,14/15,14/15,13,14,5,16,16,16
lpsh2,lpsh2,1.0,20,17,1,1,1,3,1,1,1,11,5,0,0,6,0,6,0,6,0,0,14,14,6,6,6,6/8,6,0/22,0/23,25
lpsh3,lpsh3,1.0,15,3,1,1,1/3,1,3,1/2,3,8/10,5,17,11,1,4,0,4,0,14,16,3,3,0,0,0,0,0,0,3,3
lpsh4,lpsh4,1.0,18,19,1,9,1,1,1,1,1,1,11,1/23/24,1,1,1,16,1/10,1,18,0,18,18,1,1,1,1,1,0,1,1
lpsh5,lpsh5,1.0,0,19,1,1,1,1,1,1,1,1,3,0,0,1,0,1,0,4,0/22,24,16,19,4,4,4,4,4,24,0,26
lpsnh0,lpsnh0,1.0,17,16/13,4,1/2,18,4,1,4,13,13,9/10,13,13,12,1,1,6,1,17,13,13/15,15,1,19,1,1,1,13,13,13
lpsnh1,lpsnh1,1.0,15,12/13,1,1/2,1,1/3,1,1,1,1,4,12,12,4,4,9,4,4,12,17,12,12/14,10,10,10,11,4,17,16,12
lpsnh2,lpsnh2,1.0,29,25,1,1,1,1,20,1,24,24,1,22,22,7/11,1,12,1,12,27,22,22,22,12,12,13,18,12,22,22,22
lpsnh3,lpsnh3,1.0,15,15,4,2,1,4,1,4,15,15,1,23/15,16/15,5,1,5,1,12,15,23,19/15,15,5,6,7,5,13,23,23,23/25
lpsnh4,lpsnh4,1.0,22,20,1,2,1/7,5/6,1,4,1/13,1,1,1,14,1,1,1/9,1,1,14,1,16,16,27,1,1,12,1,1,1/23,1
lpsnh5,lpsnh5,1.0,13,2,1/3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2/6,2,15,2,2,2,2,6/7,2,9,15,15,2/15
lpsnh6,lpsnh6,1.0,55,57,1,1,2,1,49,10,49,49,2,55/58/60,55,2,2,21,15,21,55,55,57,57,21,21,21,21,22,55,55,55
lpsnh7,lpsnh7,1.0,1,13,1,2,1/22,1,1,1,1,1/10,1,1,1,1,6,1,6,1,1,18/20,1,1,1,1,8,1,1,18/20,20,18/20
lpsnh8,lpsnh8,1.0,10,10,1,1,1,1,10,1,10,10,1,10,10,1,1,1,1,1,14,10/15,10,10,16,16/1/17,8,1/9,1,10/15,10,10
lpsnh9,lpsnh9,1.0,20,18,1,1/3,1,1,17,1,18,18,1,18,18/19,13,1,13,1,13,20,18/24,18,18,13,13,14,13,29,24,27,28
lpsnh10,lpsnh10,1.0,1,1/24/25,1,1,1,1,1,9,1,1,1,1/26/27,20,11,1,11,1,11,1,1,1,1,11,11/30,13,11,11,1,1/28,1/26
lpsnh11,lpsnh11,1.0,2,2,1,1,2,1,2,4,2/18,2,2,33/2,2/19,7,2,10,2,16/17,2/23/24,26,2,2,13,13,15,13,16/13,26,26,26
lpsnh12,lpsnh12,1.0,10,10,1,2,1,4,1,1,1,1,1,18,10,1,1,1,1,1,10,16,10,11,1,20/22,1,1,1,16,16,16
lpsnh13,lpsnh13,1.0,30,20,2,1,4,2,33/4,2,15,16,8,17,17,4,8,4,8,4,24,17,17,17/23,35,4/38,12,4,4,17,17,32/17/31
lpsnh14,lpsnh14,1.0,20,1,4,3,1,4/5,1,4,1,1,1,1,1,1,1/9,1,8,1,1,1/22,1/11/12,1,1,28,1,1,1,1,24,27
lpsnh15,lpsnh15,1.0,23,19/22,1,1,1,1/4,1,1,1,1,1,1,1,1,7,1/9,7,1/11,1,1/25,19,19,1,29,1,1,1,1/26,1,1
lpsnh16,lpsnh16,1.0,19,14,1,4,1,1,1,1,1,1,5,1,13,8,5,5,5,5,17,1,14,14,5,5/23,5,5,5,1,1,21
lpsnh17,lpsnh17,1.0,1,18/15,3,2,1,3,1,5/6,1,1,7,1,1,1,7,1/8,7,1,1,1,1,1,1,1,1,1,1,1,1,1
lpsnh18,lpsnh18,1.0,15,24,1,1,1,1,1,5/6,14,14,1,15,19,8,1,8,1/7,10,15,27,24,24,10,29,10,12/13,10,27,27/28,27/15
lpsnh19,lpsnh19,1.0,23,23,1/3,2,1,3,1,4,1,1,5,23/29,23,7,6,7,5,8,23,23,23,23,8,8/30,8,8,8,23,23,23
lpsnh20,lpsnh20,1.0,1,16/12,1,1,1,1,1,1,1,1,1,1,1,1,1,1/2/3,1,1,1,1,12,12,1,1,1,1,1,1,1,1
lpsnh21,lpsnh21,1.0,1,19,1,1,1,1,1,1,1,1,1,30,1,1/12,1/9/10,1,9/10,14,1,1,19,19,14,14,14,14,14,1,1,1
lpsnh22,lpsnh22,1.0,1,16,1,1,1,1/2,1,1,1,1,4,1/19/22,10,1,4,1,4,1,1,19,13,18/13,1,1,1,1,1,19,19,19/20/21
lpsnh23,lpsnh23,1.0,16,14/15,1,1,1/22,1,1,1,1,11,2,1/21,1,7,2,7,4,7,16,17,14,14,7,24,7,9,7,17/19,17/20,17
lpsnh24,lpsnh24,1.0,15,2,1,1,2,1,2,1,2,2,6,16,13,9,2,9,2,9,14,2,2,2,11,18/19,11,11,9,2,2,2
lpsnh25,lpsnh25,1.0,11,11,1,2,1/19,1,1,1/4,12,11/13,5,11,11,5,5,5,5,5,11,18,11,11/15,20/10,10,8,5,5,18,18,18/11
lpsnh26,lpsnh26,1.0,1,27,1,1,1,1,1,1,1,1,1,1,1,21,1,21,4/8,22,1/24,1,27,27,22,22,22,22,23,1,1,1
lpsnh27,lpsnh27,1.0,11,24,1,1,5,1,5,4,5,5,5,26,11,5,5,5,5,5/10,11,26,20,20,5,5,8,5,5,26,26,26
lpsnh28,lpsnh28,1.0,11/12,1,1,2,1,1,1,1,1,1,1,1,10,6,1,6,1,6,11,1/13,1,1,8,8,6,8,6,1,1,15
lpsnh29,lpsnh29,1.0,19,16,1,8,2,9,22,1,2/15,2,2,2,2,2,2,2,11,2,19,2,16,16,2,2,2,2,2,2,2/20,2
lpsnh30,lpsnh30,1.0,22,18/19,1,1,1,1,1/2,1,17,17,2,23/24,18,5,4,6,4,5,18,23/24,18,20,14,26/14,5,5/12,5,24,24,23
lpsnh31,lpsnh31,1.0,52,41/42,6,4,1/5,14,1,12,1,1,17/19,1,1,17,17,17,17,17,1/43,1,32,32,17,54/55,17,17,17,1,1,1
lpsnh32,lpsnh32,1.0,10,18,1,4,10,9,10/27,1,10,10,10,10,10,10,10,10,10,10,10,25,16,20,10/28,10,15,10,10,25,24/26,24
lpsnh33,lpsnh33,1.0,24,19,1,1,1,3,1,2,1,1,6/8,1,1,1,6/7,1,6,12,1,1,1,1,12,12,12,12,12,1,1/25,1
lpsnh34,lpsnh34,1.0,22/24,17,4/5,4,4,5,12,4,12/13,12,4,12,12,4/7,6,4,6,8,12,12,17,17,10,10,9,8,8,12,12,12
lpsnh35,lpsnh35,1.0,20,1,1/2,1,1,1/2,1,3,1,10/15,4,1,1,6,4,4,5,4,1,1,1,1,4,4,4,4,4,1,21,1
lpsnh36,lpsnh36,1.0,14,11,1,1,1,2,1,1,1,1,1,18/21,4,1,1,1,1,3,16,18,9/11,9/11,3,22,3,3,3,18,18,18
lpsnh37,lpsnh37,1.0,40,1,1,1,1,1,1,1,1,1,5/8,41,1,1,5,1/9,5,1,1,41,1,1,9,49,1/9/10,27,51,41/42,44,41
lpsnh38,lpsnh38,1.0,70,69,1,1,1,1,1,1,1,1,1,1/73,13,1,1/3,9,1/6,1,1,1,69,69,1/74,75/76,12,1,1,1,1,1
lpsnh39,lpsnh39,1.0,17,16,1,1,1,1,1,7,14,1,1,16/22,16,1,1,1,1,1,16/18,16,16,16,23,1,9/10/11/12,9,1,16/19,20/21,16
lpsnh40,lpsnh40,1.0,22,22,1,12,1,1,1,1,22,22,15,22/23,22,1,1,1,13,18/19,22,24,22,22,19,1,20,1/18/19,19,24,22,22
lpsnh41,lpsnh41,1.0,1,12,1,1,1,1,1,1,1/7,1,1/2,15,1,1,1,3,1,1/5,1,14,8/9,9,16,1/5,1,1/5,1/5,14,14,14
lpsnh42,lpsnh42,1.0,1,1,7,4,1/19,7/9,1,7,13,13,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,18,18,18
lpsnh43,lpsnh43,1.0,1,27,1,1,1,1/2,1,1,1/20,23,6,1,1,10/11,8,16,8,1,1,32/30/31,27,27,1,1,1,19,1,30/31,33,1
lpmh0,lpmh0,1.0,0,45,0,0,0,0,0,0,17,17,4,52,0,9,4,14,4,9,0,53,45,45,9/59,61,9,9,0,53/55,53/56,52
lpmh1,lpmh1,1.0,53,0/48,7,1,57,16,17/37/38,13,38/39,38/41,17,43,45,17,17/30,17,29,36,52,43,0/45/46,0,32,32/58,32/0,35,32,43,0,56/43
